ns
20
20
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
19
20
20
19
20
19
20
19
20
19
20
19
20
20
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
19
20
19
20
19
20
19
20
19
20
19
20
19
20
19
20
20
19
19
19
19
19
19
19
19
19
20
19
20
19
19
19
19
19
19
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
20
19
20
20
20
19
20
19
20
19
20
20
20
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
20
19
20
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
20
20
19
20
19
19
19
19
19
19
19
20
19
19
19
19
19
20
19
19
19
19
20
19
19
19
19
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
20
19
20
19
20
19
19
20
19
19
19
19
19
19
19
19
19
20
19
20
19
20
20
20
19
20
19
20
20
20
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
20
20
20
19
20
19
20
19
19
19
19
19
20
19
19
19
19
19
19
19
19
20
19
20
19
20
19
20
18
20
19
19
19
19
19
20
19
19
19
19
19
19
19
19
20
19
20
19
20
19
20
19
21
19
20
19
20
19
20
19
19
20
20
19
20
19
20
19
20
19
20
19
19
19
19
20
19
19
19
19
19
20
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
20
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
19
20
19
20
19
20
19
20
19
20
19
20
20
20
19
20
19
20
19
20
19
20
19
19
20
20
19
20
19
19
19
19
19
20
19
19
19
19
19
19
19
20
22
22
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
22
20
21
22
20
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
20
18
20
19
20
19
20
19
20
19
20
19
19
20
19
19
19
19
19
19
19
19
19
19
19
20
20
19
19
19
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
20
19
18
19
19
19
19
19
19
19
19
20
20
20
19
20
19
19
19
19
19
19
19
19
19
19
20
19
19
21
19
20
19
19
19
20
19
19
19
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
20
19
19
19
20
21
19
19
19
20
19
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
20
19
20
19
20
19
21
19
19
19
20
19
19
19
19
19
19
19
19
19
19
19
20
19
20
19
19
19
19
19
19
19
19
19
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
20
19
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
20
19
20
19
20
19
20
19
19
19
19
19
19
19
19
19
19
19
20
19
19
19
19
19
19
19
19
19
18
20
